Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
1,3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,"Mia is cute and healthy. She is playful and very good with humans and other dogs. She is used to being indoors as she loves being around people and having company. She is more suited to a calmer, quiter environment as she can be quire shy at times. She's looking for her forever home where she will be loved and cared for like a member of the family. Terms and conditions for adoption are: 1) MUST be spayed at 6 months (spaying is a surgery done to prevent a female dog from getting pregnant) 2) MUST NOT be caged or chained for long periods of time 3) MUST be provided with sufficient shelter from sun and rain 4) MUST be played with/walked everyday If you cannot fulfill the above conditions then you are not a suitable adopter for Mia. If you do, then please do give me a call. Only serious adopters will be entertained.",3,7139
2,5,299,0,2,1,6,7,2,1,2,1,2,2,3,0,41401,"TUGJOB Sweet & delicate (don't screw with her meals & you'll live). Adorable, loving & cares a lot about cats/humans alike. A bubble. Crippled when I got her but she can definitely stand now! Needs intensive back legs training - about a week - for her to get back on her feet. Bless her. FINGER A pirate's sidekick. Enjoys technology (as a couch) & will help you finish you're assignments. Thinks a bed without human unacceptable. Understands the word 'No' as Yes. A rigorous climber.",3,7141
1,2,307,0,3,2,0,0,2,1,2,2,2,1,4,0,41326,"There are currently 6 newborn puppies near my family house. 2 of them will be adopted by my friends, so there are remaining 4 puppies. The mummy and daddy are stray dogs and I feed them whenever i can. Now the puppies are getting bigger and likes to explore on the road. I worry they will be hit by incoming vehicles and would like somebody to adopt the puppies.You can contact me and I will gladly arrange you to meet them.",4,7143
2,2,266,0,2,3,5,7,2,2,1,1,2,1,1,0,41326,"Introducing Noel! This girl has a beautiful white coat with bright orange patches. Oh, and hazel green eyes to die for! Rescued on a rainy Christmas afternoon at a street junction in Petaling (Friday). After a brief moment of petting, the darling decided simply to 'adopt' us, she kept tagging along wherever we went. (It's like she knew it HAD to be me, that i'd finally give in to such temptations and take her with me). I can be such a kitty magnet at times... This lady is extremely sweet and manja. I don't think she's had much attention from anyone during her life on the streets. Thus, i'd prefer it if she's able to go to a new home where she'd have other kitts to play around with...either that or lots and LOTS of human attention :] She's able to take solids already (currently on RC Kitten diet) and is clever with the litterbox. If you would like to give this girl a good, loving home, please contact me or drop me an e-mail. Details on your past experiences with cats will be much appreciated. Thank you!",2,7147
2,2,266,0,3,1,2,7,2,1,2,2,2,1,2,0,41326,Baby kittens - brother & sister for adoption. 2 months old.,3,7148
1,12,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41330,"Lui Lui is a female dog that was found wondering near ipoh garden east. She is beautiful and friendly dog but a bit of limping. Can someone give her a Forever home. She know basic comment like Sit, Come, Stay, Hand, Heeling, will not go out when door open, will not go indoor, toilet train on grass.",3,7149
2,4,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41326,"Kaya Kok is one of six in a litter. His mother, Kaya was found heavily pregnant and is now spayed and waiting for a home. Kaya Kok is litter box trained and able to eat wet food and kibbles. Active and playful, he loves to play with his kitten siblings. I hope you can adhere to below: 1. Must be neutered when old enough and provide all basic health care as necessary 2. Must keep him strictly indoor only for his welfare 3. To update once in a while on his condition with photos at least until after neutered Please give him a home and love, he will love you back unconditionally. We respectfully ask for potential adopter to visit kitten or we do house visit prior to final decision of adoption",2,7151
1,12,307,119,2,1,7,0,2,1,1,1,1,1,1,0,41326,"This female dog is a husky mix mongrel, she has been wioth me for a year and she is very tame and a friendly dog, she doesn't bite and rarely barks and has a moderate appetite.My tenant changed her mind out of a sudden and doesn't like dogs so i had to give her away. ps: Prefer if adopter is from Selangor",4,7154
2,2,265,0,2,4,7,0,2,2,2,2,2,1,1,0,41401,Hi a kitty i found on street contact me  if u wanna adopt this kitty thanks,1,7156
2,1,268,0,3,1,6,7,2,1,2,2,2,1,3,0,41326,"These 3 rescued kitties are looking for a loving home. They are healthy, adorable and already showing individual characters. I think they are 2 males and 1 female as I can't really tell because they are only about 5 weeks old. What I can say for sure, they are loving and very cute. If you're genuine about adoption, please contact me:)",1,7157
2,2,265,285,1,1,0,0,1,2,2,2,3,1,1,0,41326,Hi Pet Lovers! 2 months ago the mother we befriended gave birth to a litter of 7 cute kittens and we have been taking care of the mother and the kittens ever since in our home...in the ground floor bathroom! 6 kitties have been adopted by the new mummies and daddies Please help to look for a good home for the adorable little black one....please give him a chance :( Thank you!,1,7158
1,4,307,307,3,2,0,0,2,1,1,1,2,1,2,50,41326,"Hi my name is Jack and i was rescued from a factory lot in Shah Alam. Some of friends say that i look like a jack russell or a chi hua hua. What do you think? I'll be your best friend for life so please find me a good home! Hi my name is Rosie was rescued from the Batu Tiga KESAS Highway. I look like a ""mini wolf"" but actually i am quite shy but friendly. Please take me home and I'll promise to take good care of you and your home.",4,7159
2,3,273,0,1,1,6,7,1,2,2,2,2,1,1,0,41327,"Gender: Male Age: Around 2-3 months old Description: Long tail, short-medium fur Available before 22 October Free adoption to all cat lovers SMS/Whatsapp only at if you're interested.",1,7161
1,2,307,0,3,2,6,7,2,2,2,2,2,1,3,0,41401,"A box of 6 pups was dumped at the foot of a tree in my neighbourhood. My neighbour alerted me. By the time i got there, 3 were taken, left 3 poor babies crawling out of the box towards the road. 2 males & 1 female (the white & spots) approximately 2 months old. Can feed itself. Please adopt and give them a loving home. That's all i ask.",3,7162
1,1,307,0,1,3,0,0,2,1,2,2,2,1,1,0,41326,Healthy Puppy for adoption. Available for adoption from Mid August onwards.,1,7163
1,8,307,0,2,5,0,0,2,1,2,2,2,1,1,20,41327,The puppy is currently taking shelter at SPCA Seberang Perai. Please contact SPCA Seberang Perai if you are interested to adopt her as your pet.,4,7165
1,1,307,0,3,1,2,0,3,1,2,2,2,1,5,50,41326,"5 cute puppies for adoption. 6 puppies were delivered by a stray dog in our neighborhood on 2-Aug-09. The mummy dog always provides the best she can for her little, even with that little she has, but unfortunately, 1 fell into the drain and only 5 survived. Delta 2.62kg - Female, black & firm coat ------------------------------------------------------------------------------------------------------------- Thank you VERY VERY MUCH in advance for reading this listing and forwarding it to your friends and family. Apologies in advance if the Terms and Conditions set out below are a little ""harsh"", but I have gotten too many calls/ responses from very rude people, calls from people who do not even know that it is NOT OK to call people at 2am, etc. Also, our intentions are very simple: WE JUST WANT TO FIND GOOD HOMES FOR THE PUPPIES. ------------------------------------------------------------------------------------------------------------- TERMS AND CONDITIONS:- (1) Please DO NOT ask me what breed these are, they are stray puppies. If you want a Golden Retriever or Rottweiler, please visit your neighbourhood pet shop. (2) These are large breed dogs, they will grow into a standard size dog. They are not toy dogs, hence not suitable for those who live in an apartment/ condominium. (3) Please DO NOT delete my all these information and just forward the photos. I get too many people asking me for information which I have already given in the first place. (4) This listing is dated 6-Sept-. This is to manage your expectations on whether the puppy you fell in love with is still available. (5) We reside in Seri Kembangan, KL, near the Astro office (there is someone at home 95% of the time). Please only contact us if you are willing to come to our house to pick the puppies up. It will also mean that we get a chance to meet the new ""owners"" to see whether they are suitable for the puppies. We want to find good homes for the puppies and ensure that they do not get kicked out into the streets once they are grown and lose their cuteness. (6) If you and your family members are interested to adopt, please get agreement from all members before contacting us. We do not want them to get kicked out into the streets because of one of your family member dislike them. Those who are interested and agreeable to the above 6 points, please read on:- (7) The puppies are free, but as a gesture of sincerity, we hope you can donate RM50 to either SPCA or PAWS. You can pass us the money when you pick up the puppy. We will donate on your behalf and mail you the receipt in your name. If for any reason you cannot afford this token donation, please let us know the reason why, we are very reasonable people. (8) You will need to let us know some basic information about yourself as follows (do include this info in your email):- - Name - Where you live and type of house - Who you live with - Some history on whether you have owned any dogs before (9) No reservations please. First come first served. (10) If your friend/ cousin/ girlfriend/ uncle/ husband/ aunt etc is the one interested to adopt, please ask him/ her to contact us directly. It is easier for all this way. (11) All who are interested, please send an email to sannice.. If you need clarifications, please call  . Please leave me an SMS if you can't get me.",2,7167
1,9,307,0,2,3,4,5,1,2,1,1,1,1,1,0,41326,"I'm looking for a kind owner who is willing to adopt a small puppy dog. She is a mixed breed of a Jack Terrier sort. She is 8 months old and has been vaccinated, dewormed and neutered. She is a lively dog and a great companion.",1,7168
1,2,307,0,1,2,0,0,2,2,2,1,2,1,1,0,41401,Donovan is a happy and active puppy who was rescued from a monsoon drain. He is affectionate and playful and he is looking for a good and loving home. I would be willing to provide transportation to bring him to his new home if required.,1,7169
2,5,266,266,1,1,0,0,2,1,1,1,1,1,1,0,41326,"T’Challa is very affectionate and playful. He loves a tummy rub, and to chase some paper around the room. T’Chalka likes your attention and gets on well with other cats.",2,7170
1,2,307,0,2,1,2,5,2,2,1,1,2,1,2,0,41326,the 2 puppies are rescued in Klang. they are females and they are really active. very good for companionship. Lester Jenny will you adopt them? ================================================== Adopters are required to vaccinate and neuter them. We also kindly ask adopters to provide us updates with pictures after adopting them. ==================================================,3,7172
2,7,299,299,3,1,4,7,2,2,1,1,1,1,2,0,41326,"1) Black ""homely"" boy. Likes to run a bit, but won't go far from where he resided. Why homely? He likes to stay home, nap, eats. Likes dry food. 2) Foodie girl, loves to eat, our when she smells food, likes to work out a bit, running here and there. Likes to be pet. Likes wet food.",4,7174
2,1,266,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,thanks to azaad and his fiancee!!,2,7175
1,3,141,213,1,2,0,0,2,1,3,3,3,1,1,0,41327,"Kaya is a sweet little boy whos beautiful sister was killed, we are still too sad about this. Little Cashew the cutest little baby is dead, because there was no one to step up and foster, we are heart broken, there are none of us at SOS who don't have dogs or cats, we need others to step up and help poor little abandoned puppies please before another one dies. Cashew was my favourite look at that little face and now we will never see her again, i am so sad, please can someone help, don't turn away and feel guilty all day, do something please, we cannot physically do it all... we urgently need an adopter for Kaya thank you",3,7178
1,3,307,141,1,1,2,3,3,1,2,1,2,1,1,0,41326,"Rexy has very good temperament, active and loves to romp around. He has dark brown streak coat, is steady and has a macho face. Very affectionate and loves both human and doggie companion. Adopters must be willing to vaccinate and spay him.",2,7179
1,1,307,0,2,1,2,7,1,2,1,1,2,1,1,0,41330,She is very clever and will not make so much noise. She is a quiet puppy. She is cute and can mix around with people easily. Her fur is nice and very smooth. A must adopt puppy I must say.,3,7180
1,3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,Friendly & Playful,4,7181
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,"April is among 3 sisters looking for a home. They are chubby and adorable. Vaccination and neutering are compulsory, cost borne by adopter. Please call if you can give them a good home.",2,7184
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,"Hi.. I'm Baby Black.. Please give me a second chance to live. I promise to be a good girl and showers you with a tons of love.. My brothers were been adopted and my elder sister, Baby White passed away in an accident. I'm alone now.. (My mom in law is currently fostering this stray puppy. We already have our own dogs and unable to adopt her as well)",4,7186
1,2,307,0,3,1,2,0,2,2,3,3,2,1,3,0,41401,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 14/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them.",2,7187
1,3,307,0,2,5,0,0,2,3,2,1,2,1,1,200,41336,"Adoption fee covers the basic medical expenses of the animal : 3 vaccinations + spaying surgery fees. We're cooperated with some vet clinics to get discount medical fees for adopted pets. Little Pudding is looking for a home sweet home! Pudding is a cute, sweet and friendly dog, she's not those very naughty type of pup and most of the time she can play by her own and she do not really like to play with other dogs. Pudding was found days ago beside a huge rubbish bins and was hiding under an abandoned sofa, was barking fiercely to us out of fear. We heard from the residents there that she was there for three days and some kind hearted kids there offered her some foods and drinks. We strongly feel that she was being ABANDONED there as we've already spayed all the female street dogs around that area and there's no newcoming mommy dog, and Pudding stayed at that area for three days without moving to other places to look for foods (there's no coffee shop near to her) and apparently she's waiting for someone. Pudding found with lots of fleas, tangled hair and some minor wounds. We've defleas her, do her some simple grooming and treat her wound. But after fostering her for days we found a weird behavior of Pudding - she used to pee and poo inside the cage even when the door of the cage is opened and even after a long time of playing time at the garden, and she can stay really quiet inside the cage unlike other puppy who do not like to be caged. We strongly suspect again that she was being caged all the time before she was being abandoned. What kind of life she was having previously? We really can't imagine that. And so we must find a owner who really love her, and also patient enough to correct her toilet manner. Interested to adopt? Please kindly read our requirements: - No tying/caging for long period - On leash when bring her out - Keep her indoor all the time - Agree to bring her for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat her like your own precious family members Please give a home to Pudding ♥",1,7188
2,12,266,0,2,4,6,0,2,1,1,1,1,1,1,0,41401,"A clingy girl but will be a bit shy when first meet. Terms & conditions : 1. No unnecessary caging 2. Must keep indoor 3. Must provide basic medical treatment ie. vaccine, deworm, deflea etc... 4. Must update me from time to time",0,7189
2,2,266,0,3,4,5,7,1,1,1,1,2,1,4,0,41401,"I found the 4 kittens near my apartment. Worried of children always hit and play with them, so i decided to take them home temporary before i find new owner. Please give the some love since I quite out station and always busy with my job. They all well trained toilet, active, playful and so cute with long tail. Do whatsapp me at or PM me if you are interested to adopt them. Free!",4,7190
2,3,266,0,3,1,2,7,1,1,1,1,3,1,3,0,41401,***Call__ nirmala for adoption*** Cute little family of mother cat and 2 kittens found abandoned.. my friend picked them up and is now looking to rehome them separately. one male and one female kitten - to be vaccinated Mother cat will be vaccinated and spayed and ready to be adopted to good homes. mother cat is very friendly . ***,4,7191
2,1,266,0,1,6,0,0,2,1,1,1,2,1,2,0,41326,"-active, playful and friendly -well trained to use litter box -ok to eat dry and wet food -must neuter when reached 1yr old",2,7192
1,16,307,0,3,2,4,7,2,1,3,3,3,1,5,0,41327,"I am not willing to give up to feed them. but i was complaint by neighbor and them complaint to MPSP,and MPSP was warning me and only allow me to feed only 2. Even i am very reluctant,but i have no choice. for the female dog,i willing to spay them before she go for new adopter. Hope someone who really love them give them a home.All of them is a good dog. I hope got someone willing to adopt 2 of them together,so they would not feel scare and thought i am abandon them so they feel sad and commit to suicide. because i heard for many similar case, doggies commit to suicide after their owner abandon them.",4,7193
2,1,266,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,"Kitten for adoption (free) Gender: Male Age: Around 1 month Character: Very active and playful, likes attention from human Found this kitten outside my house. I can't keep it cause I often flying to overseas and no one to look after it. The kitten has taken bath, ear cleaned, applied medicine for fleas, sprayed some fungus spots. It got eye infection, have to bring to vet (I will bear the cost once you confirmed taking it) Trust me, his eyes are cure-able. I used to treat cats like him. Self collect at Subang Jaya or meet around Subang Jaya. For fast response, please ws me at",2,7195
2,1,266,254,2,1,2,7,2,1,2,1,2,1,1,0,41326,"Buttermilk was born on 23 July . Her mother was found with bad gingivitis. Litter box trained, she could eat wet food. We are looking forward for her to start on kibbles soon. 1. Must vaccinate her annually 2. Must spay her when old enough 3. Must keep her strictly indoor only for her welfare 4. Must not be kept in cage for too long 5. Must attend to her health and medical need (if any in the future, she is now healthy) 6. To avoid feeding low grade cat food (even mid range is appreciated) 7. To update me once in a while with her condition with photos Please give her a loving home.",3,7196
1,2,218,307,2,1,2,7,2,1,2,1,2,1,1,0,41326,"Bulls Eye is named as such from the cute marking of her face. Her body is entirely white. She is absolutely gorgeous, good natured and adorable. Vaccination and neutering are compulsory, cost to be borne by adopter. Please call if you can give her a good home.",3,7200
1,18,173,307,2,1,7,0,2,1,3,1,1,1,1,200,41401,"This is blacky. She lives in the school I am attached to. Our school guard and some of my colleagues take care of her. She is always very lonely and I really want her to get a loving owner and lots of attention. She is not fierce and she is extremely loving. If you are serious about adopting her and you can take care of her, please give me a call.",4,7201
2,4,306,266,1,1,7,0,1,1,3,1,2,1,1,0,41401,"Very affectionate, friendly towards people and other animals, sweet natured. Fur is slightly longer n loose",1,7202
2,2,266,0,1,1,2,0,1,1,2,2,2,1,1,0,41327,"we found him at drain when he and a sister was just born at mid night , the drain full of soap bubbles , we pick it up and clean the dirty on their body , put it at a paper beside the drain , the next day , the sister gone and he was still there ,maybe the mum take the sister first,but until the night of the day , he was still there and weak , so we take him and bottle feed him until now , he was 2.5 month old, very active , like to sleep with people , love to play with people rather than a cat he has a brown-chocalate-black fur and a fluffy short tail already adopted by a kind girl thank u",1,7203
2,2,265,0,2,1,7,0,2,2,2,2,2,1,1,60,41336,Domestic Medium Hair Mixed kitten for adoption.. D.O.B - 7 June,3,7205
1,16,307,0,3,2,4,7,2,1,3,3,3,1,5,0,41327,"I am not willing to give up to feed them. but i was complaint by neighbor and them complaint to MPSP,and MPSP was warning me and only allow me to feed only 2. Even i am very reluctant,but i have no choice. for the female dog,i willing to spay them before she go for new adopter. Hope someone who really love them give them a home.All of them is a good dog. I hope got someone willing to adopt 2 of them together,so they would not feel scare and thought i am abandon them so they feel sad and commit to suicide. because i heard for many similar case, doggies commit to suicide after their owner abandon them.",4,7206
1,1,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,"Hi everyone, this cute little puppy was abandoned in a farm. Any kind soul would adopt him? Do contact me! :)",2,7207
1,1,307,0,2,1,5,0,2,2,2,1,2,1,1,0,41401,"Puppy rescued - about 1.5 month, teething time, naughty, mix breed-female, healthy, long-tailed - middle tail about 1 inch portion little fur (maybe due to being tied with rubber-band previously). Pup allow to be leashed. Try not to cage as she will fight in earnest. Will bark at stranger, can get along with other dogs. Looking for serious adopter with good intention to give pup a loving home. Pls sms/call Iris at.",2,7208
1,7,307,0,2,1,0,0,1,1,1,1,1,1,1,0,41401,"Addie is a very loving and alert dog. She is small and active. She gets along well with other dogs and cats. She has been spayed and is current on all her vaccinations. The home she goes to should be one that will give her the care, affection and security that she deserves. Please contact me if you are able to provide the type of home that she will be happy in. We are willing to provide transportation to her new home if necessary.",4,7210
1,2,307,307,1,1,0,0,2,1,2,2,2,1,1,80,41326,"*End of Nov Out of 5 puppies, 3 puppies went missing, 1 died and apparently the mouth was a bit senget, dont know what happened to the poor puppy. We have brought back the remaining boy after few attempts, and he is one charming boy :) He will definitely makes the perfect addition to the family :) ****** These 5 puppies were born in a longkang. The raining season is back hence they might be swept away If its heavy rain. Can anyone give these cute babies a loving, caring, forever home they truly deserves? Do contact if you can. Kindly help us to share too :) Adoption Save lives",3,7211
2,17,265,0,1,1,2,0,3,2,1,1,1,1,1,200,41332,"+ Kucing yang jinak dan aktif mencari cat lover baru. + Lahir pada 6/4/. + Litter box trained. + Makan Royal Canin, Cat's Eye & Smartheart. + Interested? Please contact me at. + Location at Seremban / Bangi / KL",1,7212
1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,This little one is the most loving puppy I have ever come across. Full of energy! She needs a home ASAP. As much as I would love to love her I can't keep her as my home is undergoing renovation. It's unfair to keep a beautiful puppy like her in a condition as such. She needs a family that can care for her and give her the attention that she deserves.,4,7213
2,4,266,0,2,5,6,0,2,1,3,3,2,1,1,50,41326,"4/1/ An adorable domestic medium hair kitten looking for new home. She is Jennifer's Kitten 5, a 4 months old female kitten. She has silver-cream fur and her fur is thick and soft. She has a pair of big roung eyes and a cute tail. She is healthy, very active and playful. She is toilet (potty) trained and is ready to go at anytime. Her current owner, Jennifer would like to put her for adoption because she has too many cats at home. To better understand this cutie, just call Jennifer at . *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing other stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",4,7214
2,3,266,0,1,2,3,7,1,1,2,1,2,1,1,0,41330,I rescued it from the roof near my dad's house. And currently fostering it. He's a shy kitten and very healthy. Please give him a second home.,2,7215
2,0,265,0,3,1,0,0,1,2,2,2,2,1,3,0,41326,Ibu kittens & 2 ekor anaknya ini perlukan tempat tinggal baru yg selamat. Kittens ini baru berusia 2 minggu +++. 3 ekor kittens tumpang kpd ibu ini telah mati menjadi mainan budak2 d blok ini. Plz selamatkan mrk.,1,7216
1,2,307,218,1,1,7,0,2,1,2,2,2,1,1,0,41326,"Marco was found in Sunway late last year, an adorable puppy that was looking lost. We can't find his owner so hope to find him a good home. Playful, smart and obedient. Very alert too. Knows sit and come and learning other commands. No tying up or caging. Vaccination and neutering are compulsory. Please call if interested.",3,7221
1,1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,"I first rescue the pregnant mother and give her a shelter to give birth to her litters. There are 7 siblings in total. All the litters stayed in my house and are very tame and mild tempered. The mother is a very responsible one and all her litters are well-behaved. I sincerely hope that the adopter can really promise me to take great care of them and LOVE them like you love yourself if not more. Guan Yin gets her name because she has got a yellow mark on her forehead, like the buddha guan yin. Guan Yin is now almost 6 weeks old.",2,7222
1,24,207,0,2,1,2,6,1,2,1,1,1,1,1,0,41326,"FOR KLANG VALLEY ONLY. Nivea is a hyperactive doggie. She is playful and affectionate. She needs a yard to run around in, lots of love and exercise. Gets along with cats. Must be kept indoors, and sleep with owner. Preferably a home where there is a doggie as her companion. No tying up or caging. If interested, please call.",3,7223
2,24,296,0,1,2,0,0,2,2,3,1,2,1,1,0,41324,"Lost n found: open for adoption! Was found at Pertam Jaya. Very friendly, affectionate & cute cat!",4,7227
1,2,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41401,natural short tail. Fuzzy fur.,2,7229
1,0,218,307,2,1,7,0,2,2,1,1,2,1,1,0,41401,"scuffy is a terrier mix, easy to manage, toilet trained, love interactive and soft toys",3,7230
1,3,307,0,1,2,7,0,2,2,1,1,2,1,1,200,41326,"Toilet trained, healthy, active little pup.",1,7231
1,72,20,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,"""My name is Einstein and as my name implies, I'm a genius in the fields of canine cutetology and the physics of tail wagging! I currently live with a female spitz friend and there are young kids in the household, so I'm good with other dogs and children. I love going on walks and would enjoy regular exercise and companionship. I'm not fussy about food. I do okay outdoors, but would be thrilled if you'll let me hang around indoors with you too! They also say I have a cheerful disposition guaranteed to brighten up anyone's day. Take me home so I can be your happy hound?"" ================================================== Conditions for adoption: 1. No unnecessary tying/caging up. 2. Maintain medical needs (vaccinations, deworming, heartworm prevention etc.) 3. Neuter dog or reimburse cost of neutering if dog has been neutered by the time of adoption. 4. Allow visits in the initial stages of adoption to ensure dog is adjusting well - for this reason adopters residing in Klang Valley are strongly preferred. 5. Unconditional love :) To help determine if you and the dog you're interested in are a good fit, would appreciate it if you could email/text a brief intro of yourself, your experience with dogs if any, your household situation (what type of home you live in i.e. landed or apartment, whether you have other family members/friends living with you etc.) and any other pertinent info.",3,7232
1,32,179,0,1,5,0,0,1,2,1,1,2,1,1,200,41326,"Hi all, this is second time I open adoption for Melo to find him a new owner... Please read and understand all the condition if you wish to adopt him to avoid any misunderstand or unclear situation after adoption. Only adopt him if you agree all the conditions... 1. For all the time, he sleep with me and my wife inside same room, if let him outside room sleep alone, he will barking. So DONT TAKE IT if you cannot allow him to sleep with you together. 2. Since he need sleep with you at the same room, he will jump on your bed also. But you can ask him to go down. 3. If you want to leave him alone at house at the beginning, he will barking. Just only after when he comfort the new environment, he just can stay alone at house without barking. If you do not have confident or passion to train him, please DONT TAKE IT. 4. Even he have trained to pee on newspaper, but as new environment, he will pee on other place (as specially the time you leave him alone) 5. As reverse, after he mix good with you and comfort with new environment, he will not pee other place when he alone at house, but he will start do marking around the house when human at house. 6. For all the time Melo is cage free. If you plan to close him inside cage sure he will barking. 7. Strongly not recommended to adopt him if you stay condo / apartment which neighbors will complain. 8. You can use pee pad if you don’t want he step on his pee, but not tray, he don’t like it. 9. Need to take care abit on your room's door, when he alone at house he also will go to scratch it or bite it. He just do that on his master room's door. Need to put a box or something else in front the door to blocking him do that. 10. For food, if you have plan to give him eat wet food all the time then just give, if not better don’t, just give dry food only. 11. He is a choosy eater. We have given him eat too many mix food previously, so he not really like eat dry food now. But he still eat it when he hungry, to make him follow back the eating schedule need some time to train. 12. Only give him treat after he finish his food. 13. Normal feeding time is per day 2 times. Dry food we give brand BritCare. 14. Treat can be milk biscuit, small carrot, greenies, meat stick or other. JUST NO BEEF FOR MELO. 15. Yes, he is spoil, very spoil puppy. He very like to stick with human, not really mix with other dog. 16. For teeth chewing, just give him a rawhide bone. 17. He not really like people comb his back part of his body and back leg. 18. Drink water on floor bowl, he will get chock if use the hanging water feeder. 19. He is easy to train if you know how and have passion on him. 20. He just need time to comfort with new environment and new people. 21. No 1st come 1st serve base, we need to know Melo's new owner situation is it suitable to take care him before we decide to give Melo to you. Other information * Last vaccinated on Oct . * Monthly deworm and heart guard. * Active and playful. * He’ll keep follow every place you go after he mix good with you. * He is a MALE puppy and not yet neutered, so he will have MALE puppy behave as well like other MALE puppy.",2,7233
1,5,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41336,"Adoption fee is a pack of dog food regardless of size, brand or price. This helps us to feed the strays and so we're able to help more homeless animals. Pokky found diarrhea blood months ago at roadside by a Malay kind lady. She sent her to clinic and diagnosed to have canine parvovirus. Strong pokky survived and found a home after weeks of staying in isolation ward. Unfortunately the current adopter complained of her barking at night and behavior of bullying her current dog. She urged us to get a new home for her in a short time. Pokky is a intelligent, alert and manja girl, sometimes she's just bit naughty due to her young age. We hope a loving family could approach and bring her home..as we've no place to keep her and she definitely deserve a good owner who has enough time to teach her and love her in a correct way. Interested to adopt? We wish adopter would agree to do so.. - Strictly NO tying/caging for long period - Agree to bring adopted pet for yearly vaccination - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat adopted pet like your own precious family members Please give a home to Pokky ♥",4,7234
1,10,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,"Memo is an energetic and fun dog. She loves to play but she is very protective as well. She gets along very well with children; the young and old! She is looking for a loving family to take her in. The adopter is encouraged to contribute towards the vaccination and neutering fee, to support the continued rescuing effort of other dogs and cats.",4,7235
2,1,265,0,2,1,2,6,2,2,2,2,2,1,1,0,41336,"Born on / by the mother cat infront of my house. She has siblings and she is one of 3 that alive (1 dead after born). They have been naturally weaned off their mother milk.Their mother was spayed on /. She is now able to eat kibbles, drink from bowl and learned how to use cat litter. She is adorable , active and playful.",2,7236
1,7,307,0,2,2,6,7,1,1,1,1,1,1,3,100,41401,"These 3 females pups were rescued from MRR2. They have been waiting for adopters for nearly a month plus. They are very friendly, loving and playful. You can see how cute they are in the pictures uploaded. We need to get them adopted, so that we can save up that money for other rescues. They are currently staying at a veterinary clinic and we are paying a lot for it. They also need to get a loving home as soon as possible, its really pitiful to see these babies longing for love.",4,7238
2,8,266,0,1,5,7,0,2,1,1,3,1,1,1,200,41330,"Price are for the medical costs, negotiable. Heterochromia cat. 1 blue and 1 green eye. Very obedient, know to use cat litter. Very friendly, won't bite and scratch at all. A bit clingy, will sometimes follow you around in the house.",4,7239
